tweet,subjectivity,polarity,score
"WAKE UP POST-ELECTION T***P CAMPAIGN DONORS!  He knows he lost election so he's using you as fools  with ""Stop the Steal"" to rake in money, 170 million+so far, to  defend future lawsuits after he leaves &amp; to gear up for another run. Remember, T***P is America's answer to Hitler. ",0.5625,0.05,Positive
                               Stop the steal!!,0,0,Neutral
"Welp, nice to have that confirmed.

""Stop the Steal"" donations seem to go right to...whatever this convicted thief's real name is, I forget

",0.708928571,0.371428571,Positive
 A lot of people since thanksgiving but now Ali from stop the steal.,0,0,Neutral
"There is no excuse for the language used by Wood, this situation is a Tragedy, there is no other way to describe it. The fact the stop the steal crowd is using it as a springboard for a conspiracy theory is insidious and shows a lack of any sort of moral compass. ",0.225,0.029166667,Positive
"ATTN PATRIOTS: Show me your email to GA governor Brian Kemp!! 

Let’s make our voices heard and stop the steal! We hired these people to work for US and protect OUR Great Nation, so let’s hold them accountable!

*note that the address in my cc below came back as undeliverable* ",0.375,0.5,Positive
 Stop the steal.,0,0,Neutral
"Dozens of armed ""stop the steal"" protesters threaten Michigan Secretary of State outside her house
 ",0.05,0,Neutral
Stop the steal. GA ,0,0,Neutral
 They have to change the law in Georgia voting to stop the steal otherwise it will get stolen.This has been a disaster whole election.We being run by totalitarian run system now.The fake news has shut down all conservative free speech and telling many lies,0.597777778,0.088888889,Positive
corrupto/Creepo is his title - stop the steal!!!!!!,0,0,Neutral
"Stop the STEAL






















",0,0,Neutral
"Stop the steal 

",0,0,Neutral
"   The only way you can stop the steal is stop attempting to steal what you did not earn.

You and your MAGA crew are the one trying to steal.

STOP.. JUST STOP.",1,0,Neutral
"                               We want truth, liberty,  and freedom.  Do not try to deprive Patriots of this great nation! Stop the Steal!",0.75,1,Positive
"STOP the Steal

 
 
 
 
  
 


        
",0,0,Neutral
"Suddenly all the lights in Ghana are going off, What is happening Ghana, Npp trying all their possible best to steal the elections.    stop the rigging Nana Addo",0.6,0.333333333,Positive
                 Stop The Steal,0,0,Neutral
                          Stop The Steal,0,0,Neutral
                               Stop the STEAL.,0,0,Neutral
 Stop the Steal! Trump2020🇺🇸🇺🇸🇺🇸,0,0,Neutral
when you accidentally develop feelings for your friend but they're in a relationship and you dont wanna be rude and try and steal her so you try not to talk with her in hopes to stop having feels but they're the only enjoyment you get in life😃,0.8,-0.15,Negative
                               Stop The Steal,0,0,Neutral
                               STOP THE STEAL,0,0,Neutral
Stop the steal  ,0,0,Neutral
"AlternateRealityNews Alarmed by the film ""Mank's"" contention that Orson Welles deserved no writing credit on ""Citizen Kane,"" dozens of Wellesian scholars showed up to film director David Fincher’s home last night, shouting “Stop The Steal!” ",0.066666667,0,Neutral
STOP THE STEAL! ,0,0,Neutral
  Stop the steal.  How about the video?  This scumbag needs to be arrested today,0,0,Neutral
   Stop the steal. We still have time.,0,0,Neutral
  The President need an AG who he can trust. Who be a patriot. Who can fight for justice for law and order. And in this moment the President need someone who can stop the election steal.,0,0,Neutral
"🦋reply and i'll rate you🧘🏿‍♂️

1 = Radical Liberal
2 = Antifa
3 = Joe Manchin
4 = good old fashioned proven conservative
5 = watches tucker carlson
6 = Is redpilled
7 = Stop the steal cool kid
8 = reads peterson
9 = fashy
10 = martial law
11 = MONARCHY NOW!",0.3625,0.2875,Positive
 If the Democrats win it is officially communist and we have become Venezuela we must stop the steal,0.4,0.8,Positive
   Is stop the steal is referring to Trumps obvious attempt to steal the election by telling his base to vote twice and is asking State officials to disregard the people’s  voice .,0.75,-0.4,Negative
   They’d escape easily now...all the inbreds are at stop the steal rallies....,0.833333333,0.433333333,Positive
 Uh excuse me Ms. Sheep! NO! We won't Stop the Steal talk!! What's the matter? You don't like that? Why? If there is Voter Fraud you would be ok with that!? Why do you not want to find out the truth? Because maybe you already know the truth that Trump did really win!? Traitor!,0.316666667,0.500976563,Positive
"Democrats had 4 yrs to plan this Election fraud.

They know time is on their side &amp; proving their treachery would be difficult in 5 weeks!

Stand strong, unify to uncover, give testimony to enable Law enforcement to prosecute the culprits!
 STOP THE STEAL! ",0.866666667,0.026041667,Positive
"  289,365 COVID19 Deaths on 's watch, over a quarter of a million! YOU are responsible for yet another record 208,790 New Cases &amp; 2,251 Deaths yesterday!

Georgia had a free &amp; fair election. Now is time to ""Stop the Steal"" by DiaperDonald! ",0.676136364,0.411363636,Positive
 Of course they are. We think they’d stop the steal when they are this close to total control? C’mon. We know they win both seats.,0.575,0.4,Positive
 you are a hero.  Very few Hollywood actors and actresses have come forward and in fact just the opposite like Lady Gaga drinking beer and posting that she is for Biden!!! Thank you again. We have to stop the steal!!,0.065,-0.13,Negative
Armed individuals gathered outside the home of Michigan’s chief election officer chanting ‘Stop the steal’ ,0.05,0,Neutral
" If the bible said don't steal, there is no explanation needed there 😂😂stop all these weird explanations lol u people are crazy, just shut up ladies",0.866666667,-0.1,Negative
"Together We Will Rise Fight4T-r-u-m-p 

“STOP THE STEAL 2.0"" Michael Beatty - YouTube ",0,0,Neutral
 Homegrown terrorists and agitator. Stop the steal mean Trump lost but elect him anyway. People are so F**up. Have they taken a second to use the pea brain they have.,0.529166667,0.1625,Positive
"STOP THE STEAL!


 

 



 



 

 

 



 



 



 



 



 



 
",0,0,Neutral
" Biden, Democrats &amp; Main Stream Media are deceptive...STOP THE STEAL &amp; LIES before its to late: ",0.466666667,-0.066666667,Negative
"   Who is your favorite football team? Hmm? Did you cry, ""Stop the steal!"" when they lost?

Trump lost the popular vote.
He lost (partly because he told his followers NOT--to their folly--to vote early or by mail) the Electoral College.

In every contest there's a winner &amp; a loser.",0.733333333,0.441666667,Positive
" Jenna is ""a good lawyer"". Rudy ""is sane"". Together, they will ""stop the steal"".",0.6,0.7,Positive
   They would rather get paid by China.  Bidens America is dead and gone.  Stop the steal!  Martial law!  Military tribunals.  Firing squads fired traitors!,0.166666667,-0.125,Negative
"STOP THE STEAL!






 



 

 



 



 

 



 



 



 



 
",0,0,Neutral
"STOP THE STEAL!


 



 

 



 
















",0,0,Neutral
"STOP THE STEAL!


 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 

 
",0,0,Neutral
"   Geinig, die houding is exact wat Trump wil. Maximaal winst halen uit zijn STOP THE STEAL fundraising. Hij heeft er al honderden miljoenen mee binnen geharkt.",0.25,0.25,Positive
   Stop the steal or we will.,0,0,Neutral
not lying tho actually horahi hai everyone it's time stop using our cellphones at the signals again/ whip out the backup phones we used to keep in our car in case someone came to steal/ hide our laptops under the seat/in the boot even for 15 mins of commuting,0.1,0,Neutral
"    More like STOP THE STEAL

COMPLETELY TAKE OVER THE GA ELECTION!

Nice try, though...",0.633333333,0.408333333,Positive
"MAGA patriots need to act now to become election workers in future elections. We must fight this corruption from the inside. Don’t let democrats run these elections any longer. We have to do it at the local precinct, county and state level.

STOP THE STEAL FROM THE INSIDE",0.0625,0,Neutral
"Watch 's broadcast: STOP THE STEAL NEWS + BIKELIFE

",0,0,Neutral
"STOP THE STEAL!
                 
       ",0,0,Neutral
 Marshal Law.. .stop the steal,0,0,Neutral
   STOP the STEAl in Georgia..what do you have to hide?,0,0,Neutral
 STOP THE STEAL!!,0,0,Neutral
" It's ironic that the ""Stop the Steal"" movement is essentially an attempt to steal the election.",0.6,0.1,Positive
  We need Georgia Legislatures do their Job to stop the Steal.,0,0,Neutral
"  That’s what “They “ Want, to try to STEAL THE ELECTION, Democrats Won stop Crying, this is what they Said in 2016 to Democrats.",0.6,-0.2,Negative
" If by potentially winning by a narrow(ish) margin again like the D's did on Nov. 3rd- then yes, the Democrats might just ""steal"" another election.  Demographics in GA have shifted, 100s thousands of new voters were registered. Stop attacking our Dem. process with this garbage.",0.401515152,0.212121212,Positive
"   Harris, stop with the hmm, no pushback to a man trying to steal the election from the will of the people? We are 80 million.",0,0,Neutral
"  ""Stop the Steal"" was created by Republican political operative Roger Stone in 2016. FOUR YEARS AGO.",0.1,0,Neutral
" Who's the numbskull with the mic?  ""Awesome"" Jesus H Christ these people are f'nshameless. As for Lindell I'm sure he's getting a cut of the ""Stop the Steal"" grift.",0.944444444,0.75,Positive
 You will not believe what the stop the steal team just did to me. You are right about them. I didn’t believe it till now.,0.535714286,0.285714286,Positive
" Stop the steal! Stop the steal! 

...wait, maybe it should be Start the steal! I'm not sure.",0.888888889,-0.25,Negative
   Yes but...but...lock her up! Read the transcript. Stop the steal. Four more years.,0.5,0.5,Positive
 They will hide it until we cannot stop it. It's called steal the voters vote under false pretense.,0.6,-0.4,Negative
USA: Trump supporters light candles in 'Stop the Steal' Atlanta vigil  преко корисника ,0.7,0.4,Positive
"All the ""Stop the Steal"" morons (and most elected Republicans) need to remember THIS:

",0.75,-0.15,Negative
the day i stop talking about the 8 foot tall slimecicle plush is the day the gods steal me from this earth,0,0,Neutral
The Denver Broncos totally won that rigged game yesterday. They were clearly ahead after the second quarter but the NFL rigged it and kept adding points for the Chiefs. Stolen game. Stop the steal and declare the Broncos the winner.,0.386666667,-0.14,Negative
   “Stop the steal”? The judges have already stopped it. Crawl back into your safe space. It’s going to be a rough four years for you.,0.3,0.133333333,Positive
Update: she put up a “stop the steal” sign ,0,0,Neutral
Stop The Steal ! ,0,0,Neutral
"   Bitch also wouldnt say Biden won the election, shes helping the republicans grift their share of the stop the steal scam those assholes are grifting on...",0,0,Neutral
Stop the steal is trying to steal the election. 🙁,0,0,Neutral
 I want the ps5. Stop letting your employees steal all the damn consoles.,0,0,Neutral
 “Stop The Steal!” 😂 ,0,0,Neutral
" If these yahoos were really interested in ""stop the steal"" they would protest against Rump.",0.5,0.25,Positive
"    Stop the steal.  Trump is using lies and baseless allegations to try to overturn a lawful election.  If republicans who would benefit from Trumps allegations are not supporting them, don’t you think that speaks volumes about those allegations?  You are being conned by Trump.",0.125,-0.0625,Negative
           Oh I see Benson said they had guns. They did have bullhorns but only shouted stop the steal! Another Dem trying to play victim when she herself is involved in cover up the election fraud!,0.525,-0.046875,Negative
Just heard 200 votes for each Trump and Biden were run thru a dominion machine in 1 GA county and Biden came out with 26% more votes. How could that be? Maybe Judge Batten needs to reevaluate and reverse his decision. Stop the Steal! ,0.5,0.625,Positive
       STOP THE STEAL!!!,0,0,Neutral
"  We are not the home of the free land of the brave, how can we be if our politicians and judges have no spine to stop the steal by the Communist who is said to be vested in Dominion",0.9,0.6,Positive
"    Hey twitter! stop  from trying to steal the election with lies! I thought you were on this, this time?! maddow lastword inners thereidout",0,0,Neutral
"Democrats had 4 yrs to plan this Election fraud...

They know time is on their side &amp; proving their treachery would be difficult in 5 weeks!!

Stand strong, unify to uncover, give testimony to enable Law enforcement to prosecute the culprits!

 STOP THE STEAL! ",0.866666667,-0.052083333,Negative
   this is the ONLY thing that will stop the steal ,1,0,Neutral
 Now they want to steal our savings . . . same as what happened in Argentina and Venezuela. We must stop them!!!!! . . . Two possible outcomes . . .  Canadians taking ALL their savings from the banks and keeping them in cash at home . . .  or . . .  revolution!!!!,0.5625,0,Neutral
Lies !  the worst! Stop the steal !  won this Election!!! Trump2020 ,1,-1,Negative
"What is wrong with (some) white people in Michigan? 
 Armed individuals gathered outside the home of Michigan’s chief election officer chanting ‘Stop the steal’  via ",0.316666667,-0.166666667,Negative
"        since the defense and judge said today that the lawsuit should have been bought before the election, basically what they argued, someone needs ego ahead and file suit for the Jan5 runoff to stop the steal of that election. IMO just a thought",0,0,Neutral
"     And you did mention Trump - you quoted “Stop the Steal”, which is an attempt to use extralegal means to overturn the will of the people and reverse the results of the election.",0,0,Neutral
"   Trump doesn't want to ""Stop the Steal"". He wants you to keep sending him money. Make sure you read the fine print. ",0.496296296,0.372222222,Positive
" Not close stop following the NY TIMES LEAD THEY ARE PROPOGANDIST N HAVE S REASON TO
LIE CHEAT N YES STEAL",0.1,0,Neutral
Armed Trumpists Surround Michigan Secretary of State’s Home Screaming ‘Stop the Steal’  via ,0,0,Neutral
 We will stop the steal! ,0,0,Neutral
"Trump backers chant, “Stop the count!” and “Stop the steal!”
Rep. Paul Gosar, staunch Trump supporting Arizona Republican, cried, “We're not going to let this election be stolen.""
Counting all votes is ""stealing the election""?
New Trump low.
 via ",0.334848485,0.128787879,Positive
" Rich people are also working people, paying taxes just like the rest of us...   stop trying to steal peoples money using covid as an excuse 🙄.  Absolute clowns 🤡",0.566666667,0.175,Positive
"          Another cesspool is yahoo. This is the real report from epoch times Not yahoo's claims of guns and obscenities being shouted. 
Protesters Gather Outside Home of Michigan Elections Chief, Chanting ‘Stop the Steal’  via ",0.175,0.1,Positive
 wonderful! now stop the steal so we can do 4 more years of America!,0.75,0.8125,Positive
" 🇺🇸Sen Cornyn, we want all legal votes counted !
Stop 🛑 the Steal ‼️

4️⃣5️⃣❤️",0.2,0.25,Positive
"Uuuum...So Yeh... THESE IDIOTS ...Do...NOT...Represent...MOST Conservatives... Anons... Christian ✝️...‘I’m Juuust Sayin’...   Dozens of armed ""stop the steal"" protesters threaten Michigan Secretary of State outside her house ",0.283333333,-0.266666667,Negative
" Should have yelled ""Stop the steal!""",0,0,Neutral
"    Stop the Steal, Stop this Nonsense.  Do you want to owned By the Government after they pay your debt.  You know how they are going to pay your debt, with the public’s retirements.",0.066666667,0,Neutral
"  Why are you trying to steal the election from Joe Biden? Stop it. 81 MILLION people, dope, voted for Biden. What happened to “let the people decide?” Oh right, it was another blatant GOP lie.",0.517857143,-0.107142857,Negative
" I hope you will be among the multitudes who are planning to attend the crucial ""Stop the Steal"" D.C. rally this Saturday, 12/12--two days before the election ""certification"" vote.  We must all flex our muscles that day!",1,0,Neutral
 You need to stop sending out rally cries for your hate groups to take action. Your Dad tried to steal our freedom but the majority spoke up and voted him out. Stop the deceit and just go away!!!!,0.5,-0.277929688,Negative
" Is this the bullying that Scott is talking about?
“Dozens of armed individuals” showed up to Michigan Secretary of State Jocelyn Benson’s home last night, shouting “Stop The Steal!”",0.066666667,0,Neutral
Stop the steal,0,0,Neutral
"Mosul? No, il Michigan. 

Dozens of armed ""stop the steal"" protesters threaten Michigan Secretary of State outside her house ",0.05,0,Neutral
" Yeah Lindsey is such a snake, now that we are in the 8’th inning here of stop the steal he wants to go on the record in supporting a verification of signatures. He is so slimy and now predictable. He has many skeltons in his closet",0.37,0.15,Positive
   stop the steal NOW Please,0,0,Neutral
" Stop trying to steal the country, spamburglar",0,0,Neutral
 There was signature verification as per GA law. Stop trying to steal the election. Disgraceful!!!!,0,0,Neutral
   STOP THE STEAL BOYCOTT THE GEORGIA ELECTION,0,0,Neutral
"And according to this article, ""Stop the Steal"" is not his first rodeo:
",0.333333333,0.25,Positive
 WRONG.  You are working to actively steal it from the over 81 million people who voted for the other guy.  Stop the charade!,0.625,-0.263194444,Negative
I dunno why everyone’s complaining about the lack of stimulus. I just got a banana box full of size medium Stop The Steal t-shirts and a commemorative Sleepy Joe MyPillow and the invoice inside says I’m getting an extra week to pay for it all!,0.325,0.175,Positive
    STOP THE STEAL BOYCOTT THE GEORGIA ELECTION,0,0,Neutral
" Get out of politics and ""Stop the Steal""!",0,0,Neutral
 What is the hold up?? Go around the SOS! Let’s go! Stop the steal! BidenCheated2020,0,0,Neutral
" In other words the Donald has scammed people out of enough $$ for now. So, it's time for him to stop the steal.
The stealing of money and attempted steal of the election.",0.4375,-0.0625,Negative
"Corruption runs deep in both parties! The Largest Voter Fraud Scam ever perpetrated is Exposed and they want to pretend it never happened? America under siege! Stop the Steal! Stand and Unite or Kneel in Defeat! God Bless President Trump! Democrats Lie, Deny and Steal! ",0.4,0,Neutral
  please stop the steal please,0,0,Neutral
  Stand up and fight we can't let this happen to our country.  Expose those who will not stand up for freedom. Stop the steal,0,0,Neutral
  STOP THE STEAL of our Falcons,0,0,Neutral
  STOP THE STEAL BOYCOTT THE GEORGIA ELECTION,0,0,Neutral
  For the love of Christ!!! Stop trying to steal this election! Votes have been counted and verify 3 times!!! You have no proof of massive voter fraud only your say so and you lie constantly. Hardly a word of truth ever leaves your lips!,0.785416667,0.158854167,Positive
"         ""Stop the count!  Stop the steal!"" - that's what y'all sound like right now.",0.467857143,0.342857143,Positive
"  Do your Job!

STOP the STEAL 
Journalism is DEAD 
Enemy of the People",0.4,-0.2,Negative
 STOP THE STEAL BOYCOTT THE GEORGIA ELECTION,0,0,Neutral
" Does he know any good defense lawyers? And how well fortified is his residence against militia types seeking to ""stop the steal""?",0.6,0.7,Positive
"  STOP the STEAL 
Journalism is DEAD 
Enemy of the People",0.4,-0.2,Negative
"Should we loose GA ... We will be locked down, masked &amp; TAXED to DEATH to FOREVER! STOP THE STEAL ...  ",0.279059829,-0.135683761,Negative
" Rush, listening to you now and you KNOW what happened!  WHO ordered the counting to stop on Nov 3rd?  WHO ordered the massive printing of fake ballots on Nov 4TH?  Obviously the DOJ and the FBI were in on the steal with the USUAL SUSPECTS!",0.55,-0.1625,Negative
   ,0,0,Neutral
Sidney Powell.. Lin Wood and Rudy Guiliani should all be charged with CONSPIRACY TO COMMIT fraud.... Every lawsuit they have filed has been dismissed .... Not 1 lawsuit has been ruled on.... They are dismissed.. All the while they beg for donations to stop the steal... Taking,0,0,Neutral
"No one should trust our voting system as it is; the left gets angry when their candidate loses (Gore, 2000, Clinton, 2016) along with the right (Trump, 2020). 

Michigan secretary of state’s home surrounded by armed protesters shouting ‘stop the steal’ ",0.408928571,-0.128571429,Negative
 If Americans let them steal the election what will stop them taking ALL our freedoms?!?!  GET READY AMERICA FOR A TAKE OVER!,0.5,0.25,Positive
 please stop the steal please,0,0,Neutral
    please stop the steal please,0,0,Neutral
 Time for us STOP THE STEAL OF THIS ELECTION !!!!,0,0,Neutral
"   StOp tHe sTeAL, Rob! ",0,0,Neutral
"Watch on Periscope: Stop The Steal!

",0,0,Neutral
"   STOP THE STEAL, Order a special session to address the illegal voting.",0.535714286,-0.071428571,Negative
 STOP THE STEAL!,0,0,Neutral
This is crunch time. The Republican party must engage in putting pressure on everyone who has the power to Stop the Steal!,0,0,Neutral
The Eagles were ahead and then these big point dumps came in for the Packers.  STOP THE STEAL!!!,0.1,0,Neutral
   NO RETREAT ! America Is About To  Stop The Steal ,0,0,Neutral
 It won’t stop Trump from bitching. He wants to steal this election no matter what. He’s mad as hell Russia was unable to help him like it did in stealing the 2016 election.,0.533333333,-0.308333333,Negative
"  Wants and needs? They're chanting ""Stop the steal,"" which is a Roger Stone backed conspiracy theory. These people are fucking lunatic liars. Biden won Michigan, and there is no other answer.",0.425,-0.1125,Negative
" ENOUGH

Stop calling for a fight 
Denounce the violence 

",0.5,0,Neutral
Stop the Steal Call to Arms America ,0,0,Neutral
 NO RETREAT ! America Is About To  Stop The Steal ,0,0,Neutral
 Please stop the steal please,0,0,Neutral
"“About two dozen protesters chanted ‘Stop the Steal’ and accused Benson, a Democrat and Michigan’s chief election officer, of ignoring widespread voter fraud — an echo of President Trump’s continued unfounded claims as he seeks to overturn the results.” ",0,0,Neutral
  Coming to your town soon if we don't Stop The Steal,0,0,Neutral
CNN is Fake News Stop the Steal Now call to Arms America ,1,-0.5,Negative
 The House of Commons need to stop with their manipulations when PC NDP don’t do anything for Canadians but steal tax payers dollars . NDP leader I would not trust or believe .,0,0,Neutral
Republicans owe their seats to President Trump &amp; should be fighting like lions to Stop the Steal! Stand up STRONG against the obvious coup attempt against our President Trump or change party! ,0.616666667,0.216666667,Positive
 please  stop the steal please,0,0,Neutral
STOP THE STEAL ,0,0,Neutral
 Stop the steal!!!!!,0,0,Neutral
BIDEN HAD BETTER CONCED HE LOST TRYING TO HAVE THEM TO STEAL THIS ELECTION AND BY BIDEN AND THE REST TRYING TO STEAL THIS ELECTION THERE IS GOING TO BE MORE TROUBLE IN THIS COUNTRY THAN ANY ONE OF USS CAN IMIGAINE BIDEN CAN STOP ALL THIS TO BY ADMITTING WHAT HE HAD DONE,0.4,0.266666667,Positive
Check out Charles Moscowitz's video! TikTok Stop The Steal! ,0,0,Neutral
 Stop the steal!,0,0,Neutral
 Can't believe Quality St has taken the lead. stop the steal!!!,0,0,Neutral
"Trump is going TANGERINES TO THE WALL to cling to his fading relevancy as his MOST (UN)SUCCESSFUL PRESIDENCY EVER winds down, considering a ""final Air Force One flight to Florida for a political rally opposite Joe Biden's inauguration."" ",0.377777778,0.068888889,Positive
 We have a fraudulent election taking place! Please get to work to help stop the steal and back your President  unless you want to be voted out permanently.,0,0,Neutral
Michigan Secretary of State Jocelyn Benson's home picketed by armed 'Stop the Steal' protesters alleging voter fraud - The Washington Post | This must stop!!!! stopthelies stopthreats ,0,0,Neutral
 well if ppl stop giving someone the power to steal their peace they won't need to cut anybody off to keep it.,0,0,Neutral
  just admit you stole their idea and art and stop doing something like this. it's ok to make someone as your inspire artist but it doesn't mean you can steal their idea and claim like it yours at the first time.,0.506944444,0.145833333,Positive
" Yes, Democrats cheated. 
Yes, Trump Won. Yes, CNN wants all the Stop The Steal talk to end. ",0.1,0.2,Positive
"i will say this until the day i die! not even just with addison, ive seen it with sylvee, maia, minx, and niki, and many more. your favorite white boy streamer ISNT going to date you, stop acting like any girl they interact with is going to “steal” them. ",0.4,0.3,Positive
"So where are the Macho boys in Ghana?
So no one was able to steal a ballot box.
We will stop organizing Ghana Most Strongest.

Ayawaso ",0.5625,0.5,Positive
  Stop The Steal! Stop !!! ,0,0,Neutral
" ""Stop the Steal!"" Of my car ",0,0,Neutral
"   Here true “stop the steal rally” outside SoS’ home.  They also did Kemp’s house.  

",0.35,0.175,Positive
"Both Powell and Wood thrilled a ""Stop the Steal"" crowd in Alpharetta, Georgia last week, with tales of a vast conspiracy that they insist are the real explanation for votes not going to Trump.
",0.516666667,0.2,Positive
 Why aren't you calling a special counsel to investigate this election.  Don't let the electorate vote next week.  You will not get a dime for donations.  Stop the steal!,0.285714286,0.178571429,Positive
"  Enough
Denounce the violence before someone is hurt or killed

",0.25,-0.1,Negative
     Yet he’s still not a narcissistic Cheeto that’s fleecing millions out of their hard earned money by claiming he was cheated out of an election. But you go sit in a corner and pout and keep claiming Stop the steal for the next four years. Cause the Cheeto is gone in January.,0.270833333,-0.145833333,Negative
  you can't stop the steal. maybe instead you can stop crying. gonna be a long 4 years of con tears!,0.5,-0.13125,Negative
"GOOD! Talk about ""Stop the Steal""... SERIOUSLY. STOP TRYING TO OVERTURN THE WILL OF THE PEOPLE YOU DUMB TRUMPERS! ",0.588888889,0.024305556,Positive
"Is it possible they're making money off these quixotic lawsuits, the same way  is lining his pockets? Check out the ""Stop the Steal"" website:

",0.541666667,0.066666667,Positive
" Now do the Carolinas, where Trump supposedly won. We need to throw out all the votes in North Carolina and South Carolina,we can’t trust those machines, I heard republicans fixed the machines to flip votes from Biden and Harrison to Trump and Graham. STOP THE STEAL",0.2,0.1,Positive
" 
Right now your discussing the Georgia runoff; what steps are being taken to stop the steal? Paper ballots only and voter ID with at least a years residency. 
 ",0.645238095,-0.004761905,Negative
"   It is very sad to see them not wear masks at these events. Its even more sad to see all the WASTED donation money to ""Stop the Steal.""",0.625,-0.2125,Negative
" Yes, it's so easy to get signature verification. Supreme Court unfortunately needs to 'Stop the Steal'. America is tired of these Communist GA Governors getting paid by China. The Grant $$ from Zuckerberg is atrocious!! Stop Section 230.",0.883333333,-0.366666667,Negative
Stop The Steal! ,0,0,Neutral
 Never. Stop the steal.,0,0,Neutral
"  Enough 
",0.5,0,Neutral
" It’s very simple:
  and  must stop the steal!! now!
 and  must also fight harder to make sure Georgia stops the steal if they want to win their runoff elections",0.438293651,0.3,Positive
" The voters signatures were already checked and verified. Stop pandering to Trump. You are complicit in an attempted coup to steal the election from Biden, while Trump scams money from his cult members wallets. Traitorous actions all.",0,0,Neutral
And Roger Stone in 2016 publicly led a preemptive “Stop the Steal” campaign before Election Day. ,0.066666667,0,Neutral
"    not just steal, we want to stop a pipeline between russia, ukraine, and belarus. at least at that time. but geopolitics have changed a great deal this year. turkey and the saudis are quickly losing favor because of the whole armenia and kashoggi thing. trust me i know all of that",0.5125,0.258333333,Positive
   it's really revealing that you go to bat so hard for a racist misogynist stop-the-steal trumper on the off chance that some of his dangerous conspiracy theories are just jokes,0.547222222,-0.230555556,Negative
" stop you son of a bitch, Americans are dying everyday and you are still trying to steal an election. You are the worst scumbag on earth. I hope you spend the rest of your pathetic life in jail for all the harm you have done",0.65,-0.575,Negative
 Stop the steal everyone is watching you will be impeached or recall and hopefully put in jail along with the gov do the rite thing and stop the lies the truth will come out in the end it always does hope yoyr sleeping well with your decisions!,0,-0.125,Negative
" Lil Miss LeningradLindsey sticking his nose where it don't belong again.  Stop trying to steal the election for DiaperDonald 

GOPCorruptionOverCountry 
TrumpCrimeFamily",0,0,Neutral
Wow. I’m literally running on fumes because I’ve been working so hard on legislative calls to action.... to be thrown under the bus by the national stop the steal team... &amp; local “leaders” .... I’m without words 😰,0.410416667,-0.022916667,Negative
"LaTulippe est apparu lors d'un rassemblement «Stop the Steal» le 7 novembre à Salem, Oregon, où il a exprimé son scepticisme quant à la gravité de COVID et a dit à la foule qu'il ne portait jamais de masque à l'intérieur de sa clinique. ",0,0,Neutral
 Stay strong and stop the steal,0.733333333,0.433333333,Positive
 It’s time to fight in CONUS and Stop the steal.  It’s obvious what is happening and establishment Republicans are alienating their base.  Do the right thing Dan.  Can’t rest on your laurels forever. DO NOT BECOME ANOTHER MCCAIN!!!!,0.583928571,-0.100613839,Negative
Stop the steal!!! ,0,0,Neutral
 Have you dropped out of politics?  What are you doing for STOP THE STEAL?,0,0,Neutral
Armed Trumpists Surround Michigan Secretary of State’s Home Screaming ‘Stop the Steal’  ,0,0,Neutral
" Stop the steal, Teron.",0,0,Neutral
"  Screaming like a maniac is not a crime if its non threatening, saying stop the steal isn't a crime.",0,0,Neutral
" THANK YOU MI PATRIOTS! THE DEM SOCIALIST STATE OWNED MEDIA IS LYING ABT U. NO GUNS, THREATENING SPEECH, JUST PEACEFUL ASSEM.  I'VE VIEWED THE TAPE.  STOP THE STEAL.  GOP IN MI &amp; ACROSS COUNTRY ARE TRAITORS TO PRES TRUMP &amp; USA CONSTITUTION. ",0.5,0.25,Positive
Watch: Trump supporters surround Michigan secretary of state’s house to throw post-election tantrum ,0,0,Neutral
. If this is true: RNC Chair Accuses Dems of 'Shameless Behavior' and Obstruction Amid Claims of Voting Irregularities. You and Republicans ought to be ashamed for continuing to over turn an election. Real: 'Stop the Steal' and Stop It Now!!!,0.475,0.3703125,Positive
" Stop the Steal! You folks keep accusing the Dems of stealing the election from Trump, and yet you are openly trying to do just that from Biden. Biden won. Period. Move on.",0.5,0,Neutral
" look at me im a trump supporter "" stop the steal, the stop the steal, voter fraud, alt news for life, my cousin is looking good today, dropped out in middle school"". 😂😂😂😂",0.3,0.35,Positive
" Thanks, John, for letting me know where to donate to StopTheSteal. Anyone watching  can see he is using the money to stop the steal. You, on the other hand, are simply jealous of what him and what he is doing so you attack him to bring attention to yourself.",0.310714286,0.025,Positive
Armed individuals gathered outside the home of Michigan’s chief election officer chanting ‘Stop the Steal’  via ,0.05,0,Neutral
"Michigan Secretary of State Jocelyn Benson says armed protesters gathered outside her home on Saturday night, ""shouting obscenities and chanting into bullhorns in the dark of night.""  ",0.225,-0.075,Negative
  I likewise am a Blue person in a Red world. I'm in a small town in middle Tennessee on a street still covered in Trump 2020 signs. One neighbor has the poster with Trump's head on Rambo's body with a Stop the Steal sign under it. It is heartbreaking.,0.125,-0.0625,Negative
Stop The Steal: Arizona Lawmakers Suing To Audit Dominion Voting Machines ,0,0,Neutral
"Armed protestors rallied at Michigan Secretary of State Jocelyn Benson's home Saturday night, chanting obscenities and holding signs that read ""Stop the Steal.""

",0,0,Neutral
Cuộc Thanh Trừng khốc liệt - lần ra manh mối của những kẻ Phản Đảng TT T...  via  must fair election! Stop the steal!,0.9,1,Positive
 You must save our country! You must save our constitution!  The democrats have stolen this election and if nothing is done to stop them then they will steal our country!  StopTheSteal,0,0,Neutral
