tweet,subjectivity,polarity,score
" The Deep State continues to cover up the truth about the Easter Bunny, and the Lamestream Media fails to report on it.",0.35,-0.25,Negative
"     Girl dont worry bout them...they are too blind to see what is right in front of them,they dont watch this,cause they want to hear what CNN news plus all lamestream media that lie to them everyday and even caught on tape lol ... TrUTh is on our side StopTheSteaI2020",0.625595238,0.096428571,Positive
   If you were paying attention they are going to the supreme court with it. You listen to too many lamestream media to know the truth. No need to be a misinformed sheep.,0.5,0.5,Positive
"Dear lamestream media (aka mass collusion of corruption),
You claim there's ""no evidence of fraud"" yet since Nov 3rd there has been literally TONS of it. Just because you say something, doesn't make it true! We do NOT believe your lies! Your credibility is GONE!
See link below...",0.325,0.341796875,Positive
"  You have no authority, except with lamestream media hacks.",0,0,Neutral
"It Begins And Ends With The Keystone, [DS] Battle Plan Known, Military C...  via  

What the Lamestream media doesn't want you to know",0.1,-0.1,Negative
Because   is a lost The View and CNN watcher that is caught up in the BS LameStream media crap. Hey    Watch project Veritas where they intercepted Jeff Zuckers CNN conference calls for two months and see where the fix is in. ,0.8,-0.8,Negative
"During election you hired massive ads promoting campaign, can u now hire ads the fraud such as show 1 and 2 min videos election hearing witness's like 5 in a row that would let the average person on lamestream media know truth?
  ",0.633333333,-0.05,Negative
Of course they did!  So did the rest of the lamestream media!  They must be held accountable!!!!! ,0,0,Neutral
" Fraudulent fact checks DOES NOT MAKE IT FALSE INFORMATION! DO YOUR OWN RESEARCH, THE TRUE FACTS ARE AVAILABLE, BUT NOT ON LAMESTREAM MEDIA AND BIG TECH PROPAGANDA PLATFORMS SUCH AS TWITTER!",0.478571429,0.107142857,Positive
"    Actually a lot of Trump voters turned away from foxnews, they're to much like CNN and all the rest of the lamestream media. Hey you should check out newsmax, or oan.",0.15,0.1,Positive
  Or like the lamestream media is the propaganda machine of the Democratic Party?,0.1,-0.1,Negative
Since LameStream Media like    report FakeNews we have to make music that actually speaks facts! BuildThatWall out now!   RockyLuciano  Trump2020 MAGA KAG ,0.1,0,Neutral
  Lamestream media: there is no evidence of voter fraud 🤥,0,0,Neutral
Lamestream Media at it again!! ,0,0,Neutral
"  The worst thing about this election hoax is not the massive vote of the dead,disappearance of pen drives, the censorship and threats to witnesses, the rigged softwares, the ocean of illegal votes.The most repulsive is the treachures lamestream media against its own people.Filthy!",0.8,-0.05,Negative
"  Or are you just confused by listening to lamestream media feed your Derangement. 
What if ...just suppose now....you got it backwards ....",0.7,-0.4,Negative
"    Yall really fell for the ""Biden crime family"" lamestream media smear campaign and stood behind one of the most corrupt career scam/con artists in history out of pure unbridled hatred for anything but what you want.

Congrats! 😬🤡",0.58,0.013571429,Positive
And yet the fraudocrats in the lamestream media continue to lie &amp; deceive their sheeple by insisting fraud was nonexistent.      ,0,0,Neutral
"   I have had enough of libtarded oppression. Their persecution has lasted too long.  is the only one who could fix it, but now DemonRats are trying too destroy him to! The lamestream media made fun of our president and then claimed Biden won - more oppression.",0.433333333,0.083333333,Positive
"  Journalist with integrity?
Where?
Lamestream media? ",0,0,Neutral
"  I love how they tell you, “do your research” &amp;”don’t listen to lamestream media”. But when you ask them where do we find truthful unbiased news that’s not Fox, you get 🦗.",0.55,0.5,Positive
 The RADICAL LEFT LAMESTREAM MEDIA will NEVER report this. Horrible!,0.5,-0.5,Negative
" It was a pretty shocking reversal to watch and then see it get co-opted so quickly, though in a way it was just a subtle shift from the long established right wing trope of the lying lamestream media",0.655952381,-0.085714286,Negative
"Results of Election2020 have not yet been reported - only FakeNews, lies and propaganda that is part of a coordinated ElectionFraud is being released by lamestream media.
FightBack",0.55,-0.05,Negative
"    Lol, y’all actually fell for the “orange man bad” lamestream media smear campaign and voted for one of the most corrupt career politician puppets in history out of pure, unbridled hatred for Trump.

🤣 CoNgRaTs 🍾",0.577777778,0.052380952,Positive
" I want to send you a message to our great President Trump that will serve another term, get one of your children to start a network called real news. Because what's going to happen after all of this is the lamestream lying media will go down in flames. Just do it sir just do it ",0.446296296,0.281481481,Positive
"I’m shocked at the MAGA accounts who are taking ’s statement about voting in GA out of context.

Maybe try LISTENING to exactly what he SAID before you fire off a half assed text!

I seriously see as much fake news in my own base as the LameStream Media!🙄",0.697619048,-0.241666667,Negative
Amen buddy and I am pumped up too! Yes we are and justice will be served on the Democrats and the lamestream media! ,0,0,Neutral
  And how can you say there is no evidence.   Social media and thr lamestream media are certified hacks,0.066666667,0.033333333,Positive
But Lamestream Media still says no evidence... ,0,0,Neutral
"I'm disgusted by the failure of Barr &amp; Durham to bring indictments in what was a spy &amp; coup attempt by Obama's admin was election interference just like the lamestream media covering up Biden's Ukraine &amp; Laptop scandals, so therefore THEY ARE COMPLICIT... FactsMatter",0.65,-0.658333333,Negative
"12.3.20: Michigan VOICES tear down DEMOCRAT walls! SO AMAZING!  via  
Great News Source what the lamestream media won't tell you.",0.646296296,0.451851852,Positive
  Really? Are you not watching what's going on? There's enough evidence to bury everyone involved with the rig. Put down the Koolaid and turn off Lamestream media dude!,0.32962963,0.001851852,Positive
 AG Barr has apparently stated there is no evidence. That's what the Lamestream media is running with anyway.,0.35,0.05,Positive
 A lot of the anime cat girl vote that went for Trump has yet to be counted. Lamestream media refuses to cover it.,0,0,Neutral
"  No one who is not totally brainwashed from Lamestream Media, the most people are watching ARD = CNN and think Biden has won the Election",0.625,0.25,Positive
  Pulbusin mga NPA at lahat ng Lamestream or Fakestream Media...,0,0,Neutral
"     There's more evidence of Dem voter fraud than ""global warming."" The fact that you adamantly deny this is amusing. Keep lapping up the lies of the lamestream media, brah (they're basically an auxiliary of the Dem Party).
We're currently in the PROCESS of proving the gross fraud.",0.433333333,0.2,Positive
"  The worst thing about this election hoax is not the massive vote of the dead,disappearance of pen drives, the censorship and threats to witnesses, the rigged softwares, the ocean of illegal votes.The most repulsive is the treachures lamestream media against its own people",0.8,-0.08,Negative
" SO NOW we have 2 More Lying Fulton County (PITTS and CORBIN) folks saying the water leak was at 6:07 AM_ yet we have LIVE NEWS accounts from the lamestream media stating the ""leak"" happened on ELECTION NIGHT- and NOT the following morning! Lets see what U will do about this!",0.366666667,0.212121212,Positive
 The angriest black woman in lamestream media.,0.433333333,-0.166666667,Negative
  Ms. Ferrechio could be playing the part of coming attractions from the lamestream media.,0,0,Neutral
No proof of election fraud the media says. Seriously you traitors in lamestream media are a disgrace to civilisation. ,0.666666667,-0.333333333,Negative
"    Aww, that's cute. You still think the lamestream media reports facts 🤣",0.95,0.4,Positive
" What was more Voter suppression than the Russia collusion hoax that cost millions of tax payers dollars. And at the end no collusion. 
You're still under the colonization of the lamestream fake news media.",0.75,0,Neutral
" the hill has an article that kind of parrots the sun-sentinel one with less detail

it's generally rated as ""centrist"", and Conservapedia rates it as ""Not necessarily as left-leaning as most lamestream media sources"", do you think this is biased?

",0.593333333,0.196666667,Positive
 Fake news van de lamestream media Daniël 🚜🇳🇱,1,-0.5,Negative
"  Rectificado queda el error mio, pero peor lo callado por lamestream media.
",0,0,Neutral
 It's a lamestream libtard media conspiracy created in a Chinese lab that helped Biden steal the election.,0,0,Neutral
"Is this enough proof to stop the Lamestream media from saying that Trump's accusations are ""unfounded""? 

Georgia official warns groups after vote reminder sent to his dead son  ",0.45,-0.1,Negative
"El fraude electoral Demócrata en EEUU tiene la cobertura de la casi totalidad de medios de comunicación americanos.

Pero también de los europeos, a quienes en teoría no les va el caso y no tiene sentido que desaprovechen el notición.

También queda claro.
",0,0,Neutral
" I've been wondering this for a while. It is like any declaration or video about the election that isn't what the lamestream media says is put as ""disputed."" I hope we get this to the Supreme Court. The egg on everyone's faces!!",0,0,Neutral
" Obviously the fake news lamestream media has completely avoided reporting these facts publicly, once again.",0.491666667,-0.1,Negative
"  SO NOW we have 2 More Lying Fulton County (PITTS and CORBIN) folks saying the water leak was at 6:07 AM_ yet we have LIVE NEWS accounts from the lamestream media stating the ""leak"" happened on ELECTION NIGHT- and NOT the following morning! Lets see how they get out of this LIE!",0.366666667,0.212121212,Positive
"  SO NOW we have 2 More Lying POS Fulton County (PITTS and CORBIN) folks saying the water leak was at 6:07 AM_ yet we have LIVE NEWS accounts from the lamestream media stating the ""leak"" happened on ELECTION NIGHT- and NOT the following morning! MOREFULTONFRAUD",0.366666667,0.212121212,Positive
   Phony Lamestream Media!,0,0,Neutral
"    SO NOW we have 2 More Lying POS Fulton County (PITTS and CORBIN) folks saying the water leak was at 6:07 AM_ yet we have LIVE NEWS accounts from the lamestream media stating the ""leak"" happened on ELECTION NIGHT- and NOT the following morning! So there's some more FRAUD",0.4,0.284090909,Positive
"  SO NOW we have 2 More Lying Fulton County (PITTS and CORBIN) folks saying the water leak was at 6:07 AM_ yet we have LIVE NEWS accounts from the lamestream media stating the ""leak"" happened on ELECTION NIGHT- and NOT the following morning! MOREFULTONFRAUD",0.366666667,0.212121212,Positive
"    SO NOW we have 2 More Lying Fulton County (PITTS and CORBIN) folks saying the water leak was at 6:07 AM_ yet we have LIVE NEWS accounts from the lamestream media stating the ""leak"" happened on ELECTION NIGHT- and NOT the following morning! MOREFULTONFRAUD",0.366666667,0.212121212,Positive
    Lamestream media was meant as a insult. Now its a joke i guess its on you. Besides it was a dem on a blog that said lamestream media first also to insult the media not as a joke. I forgot your literal i seen lamestream on the blog first they might not be first to say it. dems...,0.333333333,0.25,Positive
"      You’re not serious. You still believe thar? 

Oh, that’s right, let me guess “fAkE nEwS, lAmEsTrEaM mEdIa!” So everyone except for Trump is truthful. Mmm hmmm. 

",0.675595238,0.081845238,Positive
"Lamestream Media and Corrupt Politicians

One BIG Happy Family

Worldwide

Spider Web

What's happening in YOUR part of the World?

Do you believe in coincidences? ",0.7,0.1,Positive
"  🗣I've seen several videos on the left and even world politicians discussing this Great Reset and even Covid19 bull💩,but the masses are 2 manipulated &amp; brainwashed by,the lamestream media,democraps or Trump hate to care.Ugh,I despise all the a**holes &amp; fed up the hell up bro.!😡",0.4125,0,Neutral
"When you have corrupt Godless liars controlling the lamestream media and Big Tech platforms like Farce-book and Twitter, TRUTH is dubbed ""misinformation.""",0.55,-0.25,Negative
" Everyone except for the lamestream media, the DOJ, FBI, Bill Barr, Gina Haspel and many more.",0.5,0.5,Positive
"  🗣A Banana Republic and no longer a Republic,but the lamestream media and democraps duped the masses into the Biden Great Reset Agenda so,they will get what they voted 4 &amp; the last 8 months should have woke the dumbasses up,but they still want this joke &amp; his sidekick in the WH!",0.408333333,0.4,Positive
" SO NOW we have 2 More Lying Fulton County (PITTS and CORBIN) folks saying the water leak was at 6:07 AM_ yet we have LIVE NEWS accounts from the lamestream media stating the ""leak"" happened on ELECTION NIGHT- and NOT the following morning! MORE FULTON FRAUD! WHERE'S THE MEDIA?",0.4,0.315340909,Positive
" No surprise to see lamestream media attacking Republicans with these “gotcha!” questions. Biased much? 

(No but really, thank you so much for doing this)",0.2,0.2,Positive
" Only if one lives under a rock, or in some deep state of denial, if for one second you actually think that voter fraud isn't a rampant global political problem. How are people this brainwashed? I blame the lamestream media rotting brains around the world.",0.266666667,0,Neutral
 Lamestream media will never acknowledge your LEADING ROLE in creating this vaccine. WE LOVE YOU!! ,0.6,0.78125,Positive
"  SO NOW we have 2 More Lying POS Fulton County (PITTS and CORBIN) folks saying the water leak was at 6:07 AM_ yet we have LIVE NEWS accounts from the lamestream media stating the ""leak"" happened on ELECTION NIGHT- and NOT the following morning! MORE FULTON FRAUD! Ive called my Sen",0.4,0.315340909,Positive
Trump is gonna with counter with Polaroids of him getting the polio vaccine to own the lamestream media. ,1,0.6,Positive
Violent Democrats Pile Body Bags in Front of Republican Senators' Doorways in Disgusting Threat -- Lamestream Media Is Silent!!! ,0.7,-0.6,Negative
"AOC Claps Back After Conservatives Rip Her ‘Tax the Rich’ Merchandise: ‘We Don’t Use Slave-Wage Labor’  lamestream media back 2 kissing up 2 AOC now that election is over.  Knowing that the more press she gets, it hurts the left.  msm are pravda in waiting.",0.25,0.175,Positive
"  So the FAKE LAMESTREAM MEDIA NEWS are the new electoral college 
For the USA ELECTIONS 
👇👇👇🤣🤣⭐😜😜😜👇👇👇 ",0.727272727,-0.181818182,Negative
" It's called fake news, or as Trump also often puts it, lamestream media.",1,-0.5,Negative
" I can see that you're much left behind watching the fake news lamestream media. 
The video of the gaff by sleepy Joe  is all over the media platform but not seen by you.
Search for TRUTH and be free.

BidenCheated2020 
StopTheSteal 
StopTheFraud",0.625,-0.125,Negative
 Millions of people have been doing this for months why is this news? oh wait the fear mongering lamestream media at it's best,0.3,1,Positive
"   SO NOW we have 2 More Lying POS Fulton County (PITTS and CORBIN) folks saying the water leak was at 6:07 AM_ yet we have LIVE NEWS accounts from the lamestream media stating the ""leak"" happened on ELECTION NIGHT- and NOT the following morning! MORE FULTON FRAUD",0.4,0.284090909,Positive
"  SO NOW we have 2 More Lying POS Fulton County (PITTS and CORBIN) folks saying the water leak was at 6:07 AM_ yet we have LIVE NEWS accounts from the lamestream media stating the ""leak"" happened on ELECTION NIGHT- and NOT the following morning! MORE FULTONFRAUD!",0.4,0.315340909,Positive
" SO NOW we have 2 More Lying POS Fulton County (PITTS and CORBIN) folks saying the water leak was at 6:07 AM_ yet we have LIVE NEWS accounts from the lamestream media stating the ""leak"" happened on ELECTION NIGHT- and NOT the following morning! Lets see what U will do!",0.366666667,0.212121212,Positive
"This may be the most important speech I've ever made....  via  

Since the lamestream media would not share this, we need to !",0.75,0.5,Positive
"  SO NOW we have 2 More Lying POS Fulton County (PITTS and CORBIN) folks saying the water leak was at 6:07 AM_ yet we have LIVE NEWS accounts from the lamestream media stating the ""leak"" happened on ELECTION NIGHT- and NOT the following morning! Lets see what U will do!",0.366666667,0.212121212,Positive
 Esp. the lamestream media.,0,0,Neutral
" Hey Newt..
SO NOW we have 2 More Lying POS Fulton County (PITTS and CORBIN) folks saying the water leak was at 6:07 AM_ yet we have LIVE NEWS accounts from the lamestream media stating the ""leak"" happened on ELECTION NIGHT- and NOT the following morning! Lets see what U will do!",0.366666667,0.212121212,Positive
 EVEN THE LAMESTREAM MEDIA?!,0,0,Neutral
 Boycott_Lamestream_Media,0,0,Neutral
 They get a free press from the lamestream media and the police. Burn a BLM flag and youd be locked up. Complete double standards,0.4,0.166666667,Positive
  The Lamestream Media is not reporting this. They are hiding information that people need to see ,0,0,Neutral
"  SO NOW we have TWO More Lying POS Fulton County folks saying that the water leak was at 6:07 AM_ yet we have LIVE NEWS accounts from the lamestream media stating the ""leak"" happened on ELECTION NIGHT- and NOT the following morning! More FRAUD!",0.4,0.315340909,Positive
"SO NOW we have TWO More Lying POS Fulton County folks saying that the water leak was at 6:07 AM_ yet we have LIVE NEWS accounts from the lamestream media stating the ""leak"" happened on ELECTION NIGHT- and NOT the following morning!",0.366666667,0.212121212,Positive
" The Mainstream Press as become the Lamestream Press. We often call the Main Stream Media MSM.. MSM now stands for Marxist Strong Media. Their Marxist Allegiance is apparent.
Yet many still fall for their Propaganda.",0.403333333,0.21,Positive
     Unfortunately there are many  low intellect people who believe propaganda from the lamestream media. It satisfies their smooth brained critical thinking capabilities. No need to investigate or evaluate when CNN et al proclaim it as true. Pathetic!,0.60625,-0.04375,Negative
Chicken News Network and other lamestream media houses have perfected this ,0.6625,-0.3625,Negative
"  🗣That interfered with the democraps and lamestream media narratives after Trump blew the lid off the secret,so they downplayed it it or discounted it cause Trump said,it worked.This country is oblivious,complacent and complicit 2 the things really going on &amp; 🙏🏼 is the only hope!",0.6,0.1,Positive
"For all of my Republican buddies. I want to get this one out of the way so we can move to talking about substance ok, no I am not a puppet of the Lamestream Media and yes I have valid concerns with the party, see below...",0.5,0.5,Positive
   Prove there was no fraud or stop slandering Trump  A true American would want to see proof either way not just lamestream media and dems voicing their opinion. Its all Opinion so far No Fact from dems or lamestream media facts have come from Republicans and whistle blowers.,0.55,0.15,Positive
This has gotten me really angry🤬Right from the Elite Establishment  globalist control freaks down to our puppet presidents and priministers right down to our brainwashing lamestream media has spun out of control tyranically with lies covering up lies. It's time its stopped 🤬🤬,0.328373016,0.043650794,Positive
  The source is irrelevant take the time to vet it. Or are you just brainwashed by the lamestream media who lies to us on a daily basis? Do a minute of independent research or suffer the consequences of ignorance. The choice is up to you.,0.375,-0.166666667,Negative
" Dam pharma industry &amp; Lamestream Media, &amp; Social Media...",0.066666667,0.033333333,Positive
If only the lamestream media would have covered it. Too many only get the BS they dish up and hide the truth. No wonder they believe that Biden is the  president elect. ,0.85,0.325,Positive
"   Funny, the message I get from Trump is that he wants you to be free to do whatever the hell you want. You should listen directly to him, instead of the edited version of him through lamestream media.",0.575,0.2375,Positive
😂😂Já viu algum DemônioCrata assistir notícias verdadeiras!? Eles só assistem a lamestream media da fake news. ,1,-0.5,Negative
Why doesn’t the Lamestream Media talk about all the people who flew on planes on September 11th and didn’t die?,0,0,Neutral
"Wow, it's a good reminder the LameStream Media doesn't dictate the laws of the land as they have gotten way with what they have done for a long time. ",0.666666667,0.25,Positive
"   ^Idiot.

Linking mainstream media sources as fact? That's hilarious, I'd encourage you to watch the documentary PsyWar then let me know if you believe ANYTHING the lamestream media says.",0.6,-0.1,Negative
" --Wonderful Presidential press conference over corruption in voter fraud. You are the best salesman, you must change the PR narrative as the lamestream media is fighting you 24/7.  Get front and center with high profile GOP'ers pounding the drum: Cruz, Graham, et",0.485,0.515,Positive
"    Fella are your relying on the lamestream media to tell you what's what

Can guarantee you can come down for the best appletinis and egg cups in town",0.294444444,0.422222222,Positive
That's right!  The awful lamestream media milking the Trump cow for all its worth. ,0.450595238,-0.119047619,Negative
"LOOK: Trump On Biden Election Call, Since When Does ""Lamestream Media"" Call Who Our Next President Will Be?

News FakeNews MSM Media SocialMedia Election Biden Trump ArmyForTrump ",0,0,Neutral
"Lamestream media only looks for political or religious propaganda,this 5-year-old girl &amp; her parents can't feed these vultures. So no reporter will travel from Kerala to Orissa, no Naxal bhabhi will even pretend to support them, no hyperactive reporters will question authorities. ",0.45,0,Neutral
 Try watching something besides the Never trumpers Orange man bad Fakestream Lamestream Mainstream Mockingbird Media MarxistMediaMob,0.666666667,-0.7,Negative
Lamestream media must be proud ,1,0.8,Positive
Has Hell frozen over? The Lamestream Media going after Democrats???!!?? ,0,0,Neutral
"  I do not think it was a lot of work, it was what people were able to achieve and make it look like Trump is delusional if you listen to lamestream media and the twist they put on everything Trump did. Why because they could not control him and their gravy boat was taking on water",0.625,0.5,Positive
" The worst thing about this election hoax is not the massive vote of the dead,disappearance of pen drives, the censorship and threats to witnesses, the rigged softwares, the ocean of illegal votes.The most repulsive is the treachures lamestream media against its own people",0.8,-0.08,Negative
" The worst thing about this election hoax is not the massive vote of the dead,disappearance of pen drives, the censorship and threats to witnesses, the rigged softwares, the ocean of illegal votes.The most repulsive is the treachures lamestream media against its own people 

￼",0.8,-0.08,Negative
What do you expect from a lamestream media hack!? ,0,0,Neutral
  De Fake News Lamestream Media is weer eens met een haatcampagne bezig.,1,-0.5,Negative
"Fair, transparent elections are not an unreasonable request. Disgusting how hard lamestream media &amp; big tech work to frame it as such. ",0.608333333,-0.118333333,Negative
 Your boy Zimmer is just regurgitating the same lamestream media narrative.,0.125,0,Neutral
"Sadly so typical of the LAMEstream media to highlight the erratic and confused witnesses at the MichiganHearings, instead of the one who calmly and clearly explains how George Soros stole the election. Convenient!!",0.583333333,-0.027604167,Negative
"   You certainly wouldn't see anywhere near as many people attend something for Biden. Fantastic conference, shame the lamestream media / fake news weren't covering it.",0.674285714,0.142857143,Positive
Guessing Lamestream media forgot to cover this speech by the President?  President Trump delivers remarks outlining election fraud | One America News Network ()  Stop_the_Hoax,0,0,Neutral
"I scratch my head EVERYTIME I hear Lamestream media say ""Trumps unproven fraud allegations...""  WTF?   These people are really that stupid!  Stop_the_Hoax",0.733333333,-0.433333333,Negative
  Ooohh....now they are going to call you the Lamestream Media you NWO Globalists!,0,0,Neutral
"  There's some kind of fridge/freezer holocaust going on, and the lamestream media is totally ignoring it!",0.825,0.3,Positive
  To tylko weto. A teraz wyobraźcie sobie jak niemieckie lamestream media będą kwiczeć gdy będziemy wychodzili z Eurosojuza 😃,0,0,Neutral
  It is indeed sad as the majority are being brainwashed by LAMESTREAM MEDIA,1,-0.5,Negative
"Good thing social medias apps are accessible to us, you lamestream media are the purveyor of disinformation. We need to protect and safeguard our President to your lies. ",0.347222222,0.369444444,Positive
" It not true folks. Just more Fake Lamestream media that trump loves to use so much.
UNFOLLOW TRUMP, LEAVE THE LIES",0.5875,0.00625,Positive
  You mean the frenzy and crotch gobbling going on at newsmax OAN and foxsnooze. Alt righties lost the “lamestream” media name calling pedestal a while ago. Keep up.,0.6875,-0.3125,Negative
 If people cannot  see that we are being manipulated  by the story of covid .we may as well all put our chains on our ankles now. Its a big plan and the lamestream media are in on it,0.1,0,Neutral
" 
Jexodus (Jews Walking Away From Democrats Forever)
WalkingAwayFromDemocratsForever
KAG2020LandslideVictory 
P.S.
The Lamestream (Fake News) Media is part of the CIA's Project Mockingbird.
Project MKUltra
",1,-0.5,Negative
"  I know right!!! If you want refreshingly unbiased and intellectually honest content free from lamestream media bias try Glenn Beck and Katie Hopkins. Or try Lozza Fox, the thinking mans Tommy Robinson. Or our beloved Tommy himself of course. And don’t forget to contribute!!!!!",0.847142857,0.611607143,Positive
" It's not all about censoring tweets... I'm not at all surprised, just like other lamestream media, qtwintter has now taken it upon themselves whether or not a report is disputed. Unfortunately, you cannot have all men to think the way you want them to think. I am one of such!",0.69375,-0.13125,Negative
"If you prefer to believe everything the Lamestream Media feeds you, then remember this: back in the 70s, Democrat Sen. Frank Church conducted hearings regarding the CIA infiltration of the media. The black hats wanted to test public interest.
 ",0.166666667,-0.055555556,Negative
 I wish the 'lamestream' media would just quit covering him and his despicable Josephine Goebbels.,0,0,Neutral
"the lamestream media will have you believe that stagnant water is somehow bad for you. folks, this is simple math. running water washes all the vitamins and minerals away, stagnant water keeps all those healthy compounds, letting them settle",0.507936508,-0.066666667,Negative
incredibly moving... the lamestream media needs to take notes! powerful tale.... ,0.95,0.65,Positive
   That's just wishful thinking on your part. It just goes to show you that the Marxist DemonicRats through their useful dupes the Leftist Lamestream Media has successfully brain washed those with weak minds and no morals.,0.54375,0.15625,Positive
 BuT tHe LaMeStReAm MeDiA WoN't TeLl YoU aBoUt ThEsE wItNeSsEs!!!,0,0,Neutral
  And real patriots will write in Donald J. TRUMP for both Senate seats so the lamestream media doesn't try to split the vote.,0.3,0.2,Positive
What the lamestream media doesn't want you to know: cumming feels really good.,0.6,0.7,Positive
" That person is seriously drunk - option 1
OR option 2 - and the lamestream media never want to talk about option 2 - 
Option 2, she's drunk like a fox?
Like... 

Like a fox news. Fake news. The fix is in. Like...

Um... 

I also might be a little high. 
Which one was the witness?",0.808,-0.3055,Negative
"  All you do is believe Trump (over the media) who admitted he is a liar after being exposed by the Woodward tapes. It makes you all look like idiots. I mean seriously ""lamestream media""? You just echo what he says.",0.718055556,-0.481944444,Negative
 2 BALLOTS CALL THE LAMESTREAM MEDIA!,0,0,Neutral
"   Can you not see the fraud implementation across the country or are typing from your basement. Biden is wearing a boot but not for the reason the lamestream media is reporting. Have a good night, sweet dreams of Pedo Joe as YOUR president because he will never be president.",0.625,0.525,Positive
"  Ostriching like Trump hasn't coined and heavily pushed the term ""lamestream media"" doesn't make it less true. Sticking your fingers in your ears and stomping around like a child doesn't work.",0.405555556,-0.005555556,Negative
"All of these stories need to be shared!! Lamestream media is doing all they can to suppress or downplay this!!!
TrumpWon

",0,0,Neutral
"  Fox has abandoned us, they are now there same as the other lamestream media companies....I wouldn't have believed it if you would've told me this would happen a year ago.... we are being awakened, or brainwashed depending on how you get your information now....it is so sad",0.5,-0.208333333,Negative
I’m so tired of hearing President elect [Sleepy] Joe Biden. The Lamestream Media is completely making up this lie. I am your president!!,0.666666667,0.185416667,Positive
" The American people believe that this election was illegal. Even Almost 30 percent of Democratic supporters think so, which means they are very distrustful of this election. Despite the daily fake news coverage by Lamestream Media, public suspicion of election fraud is already ..",0.311111111,-0.133333333,Negative
  I was gonna reply get the fuck outta here 2 the ny post but I didn’t want a bunch of panty waists regurgitating and parroting everything the lamestream media has beaten n2 my skull already. Do we have a reasonable explanation yet as to why they have to scrape ur brain 4 the test?,0.6,-0.1,Negative
 Fuck the LAMEstream socialist media!!!  We have to keep pushing unbiased news sources such as infowars!,0.55,-0.390625,Negative
"600k votes- 592k to biden 3k to trump 5k to other candidates. We have more and more faces to the already signed 1,100 AVD that would be perjury if they lied and a lamestream media who does not report any of these facts. ",0.458333333,0.291666667,Positive
"  Oh, here’s some more. Again, this news MUST go out! Do NOT let the lamestream media keep uncensored, unaltered testimony such as this from We, The People! ",0.5,0.3125,Positive
" At some point every single on of these people in this photo said that ""coronavirus was a hoax that was perpetuated by the liberal lamestream media &amp; Democrats that would disappear after the election"".",0.214285714,-0.071428571,Negative
Did you watch our president speak tonight?   Wasn’t found  on lamestream media,0,0,Neutral
"The left lamestream media is the root of all evil in this country. People like Jeff Sucker, Joe blow from MSNBC, and sidekick mika. Cuomo, and Schiff.  The whole lot of them! I'm here to lead the effort to round up these numskulls and start putting them away behind bars!!  Viper!",0.55,-0.338541667,Negative
Classic Lamestream Media. ,0.166666667,0.166666667,Positive
" 🚨 WETHEPEOPLE SHARE
LameStream Media had ZERO coverage of any of these hearings. 
AMERICA NEEDS TO SEE &amp; HEAR ALL OF THIS! FIGHT ",0,0,Neutral
Lamestream Media👎,0,0,Neutral
"   But it will get there. Right now the playbook of lamestream media/DNC apparatchiks and Doubting Tom's is to guffaw broadly that ""we've not seen the proof and that means there is none"". Let the system proceed. Its called ""due process"" for a reason.",0.407738095,0.074404762,Positive
  The always desperate lamestream media and their enablers.,1,-0.6,Negative
" I am sure if the DOJ beams it's search lights on the CNN. A lot of CCP dollars are funneled to CNN  in all sorts of inducements to sell American geopolitical dominance to China . Never underestimate the swamp and their lamestream media enablers, such treacherous moles.",0.462962963,0.166666667,Positive
"Since the lamestream media is not covering the election fraud hearings, I recommend everyone watch them on YouTube.  has been live-streaming every single one.

This fraud is real &amp; should not be ignored.

If we don’t stop it now, our candidates will continue to lose.",0.257142857,0.064285714,Positive
"The president lays out his case to the American people. Lamestream media missing in inaction.
",0.025,-0.1,Negative
"Barr Moves Durham Into Position, [DS]/MSM Panic, Hold Position Before Ex...  via  
Great News Source! What the lamestream media doesn't want you to know.",0.75,1,Positive
"  He has to tweet to America the truth because the lamestream media lies and decieves the American public. They really are the enemy of this Republic. Apparently you have swallowed too much negative propaganda against the United States.
Globalism, swallow that.",0.186111111,-0.025,Negative
"Remedial , who is only calling us out to get eyes on his TERRIBLY rated show, says our Steelers are the “worst 11-0 team ever.” He’s a Lions fan, so he doesn’t understand WINNING, like a fish on land.  LameStream Media AND the NFL are against us. PITTSBURGH VS. ALL!",0.9375,-0.34375,Negative
" The age long lamestream media, a critical component of globalists sucking on developing countries. Exploiting their resources yet offering peanut loans to the gullible who have compromised social security because of lust. Trump is a gift for those who seek to break from the norm.",0.422222222,-0.005555556,Negative
"   Well... what does it take to convince these people? If the vote fraud were true, it would be all over the ""lamestream"" media, not just the alternative media. Honest people report the crappy truths, too.",0.775,0.475,Positive
"Joe Biden should be impeached (if he makes it) for the stuff he pulled in Ukraine and China with his kid Hunter ... What do you think , Republicans ?????The Media never caught on those hard hitting (lol )Journalists or so called/ CNN lol MSMBC LOL and Lamestream LOLOLOL",0.660416667,0.527083333,Positive
A photo of carollynnrivera while she contemplates the liberal Illuminati hoax pandemic created by the lamestream media. ,0,0,Neutral
"   REAL conservatives will BoycottTheRunoff !! Lyin' Loffeler and Dummy David (Perdue) sat by and WATCHED as the lamestream MEDIA stole the election for SLEEPY JOE (Biden!) ,,, ""Real"" Patriots will StopTheSteal by not voting four these ""RINO""s who dont support PRESIDENT TRUMP",0.3,0.2953125,Positive
